KP_lab_id	KP_NCBI_id	blastn_length	KP_lab_length	KP_NCBI_length	covrage(%)
CPB0828	MZ428226.1	39274	49100	48933	80.12403986412738
CPB0293	OK583892.1	35058	43757	43755	80.12158332571533
CPB0175	OK583892.1	35075	43802	43755	80.11923661157874
CPB0851	MT559526.1	35431	44380	44066	80.11894263166226
CPB0209	MZ221764.1	38624	47262	49159	80.11532757386877
CPB0664	MK693005.1	35041	43412	44067	80.11294139164829
CPB0293	KF765493.2	35055	43757	43766	80.1046582041292
CPB0293	NC_023567.2	35055	43757	43766	80.1046582041292
CPB0420	KX712071.1	31668	37794	41283	80.09408551158998
CPB0420	NC_047773.1	31668	37794	41283	80.09408551158998
CPB0512	MH844531.1	40212	50991	49427	80.08922703101038
CPB0512	NC_048162.1	40212	50991	49427	80.08922703101038
CPB0159	MN013076.1	41002	49525	52866	80.08907032844684
CPB0159	MW021765.1	41002	49525	52866	80.08907032844684
CPB0159	NC_049834.1	41002	49525	52866	80.08907032844684
CPB0236	MH587638.1	32233	40588	39906	80.08795686635028
CPB0236	NC_048014.1	32233	40588	39906	80.08795686635028
CPB0512	MK931443.1	40536	50991	50241	80.08534850640113
CPB0512	NC_049839.1	40536	50991	50241	80.08534850640113
CPB0249	MG835568.1	32516	40266	40945	80.07782196993018
CPB0249	NC_047908.1	32516	40266	40945	80.07782196993018
CPB0239	MZ634343.1	35436	43626	44881	80.07502231461918
CPB0204	OK583892.1	35032	43756	43755	80.06307778450709
CPB0163	MW672037.1	40234	50476	50040	80.05491663018823
CPB0665	MN176573.1	35137	43519	44266	80.05240075183687
CPB0178	MN013080.1	40014	49267	50713	80.04400880176034
CPB0178	MW021762.1	40014	49267	50713	80.04400880176034
CPB0178	NC_049833.1	40014	49267	50713	80.04400880176034
CPB0268	MN013080.1	40014	49267	50713	80.04400880176034
CPB0268	MW021762.1	40014	49267	50713	80.04400880176034
CPB0268	NC_049833.1	40014	49267	50713	80.04400880176034
CPB0271	MT197176.1	34683	42367	44294	80.04292588361547
CPB0217	MT559527.1	34691	42367	44314	80.04291597928035
CPB0271	MT559527.1	34691	42367	44314	80.04291597928035
CPB0211	MT559527.1	34691	42368	44314	80.0419925705452
CPB0650	MT559527.1	34690	42368	44314	80.03968528644933
CPB0500	MG835568.1	32710	40803	40945	80.02642266477467
CPB0500	NC_047908.1	32710	40803	40945	80.02642266477467
CPB0507	MG835568.1	32710	40805	40945	80.02446483180428
CPB0507	NC_047908.1	32710	40805	40945	80.02446483180428
CPB0203	MT559526.1	34084	41120	44066	80.02253891484517
CPB0875	KP708986.1	34985	43843	43595	80.02241588325441
CPB0875	NC_028870.1	34985	43843	43595	80.02241588325441
CPB0414	OK583892.1	34933	43566	43755	80.01053583903071
CPB0163	MF612072.1	40110	50476	49789	80.00797885603151
CPB0163	NC_047850.1	40110	50476	49789	80.00797885603151
CPB0297	MZ634345.1	40361	51532	49365	80.00436088288056
CPB0204	MZ571827.1	35014	43756	43777	80.0018278820559
CPB0215	MT197175.1	35788	44536	44932	80.00178834890687
CPB0293	MZ571827.1	35014	43757	43777	80.00091393058698
CPB0209	MH633485.1	38957	47262	50132	79.99876789124588
CPB0209	NC_048043.1	38957	47262	50132	79.99876789124588
CPB0420	KR149291.1	31795	37794	41698	79.99547124238917
CPB0420	NC_028800.1	31795	37794	41698	79.99547124238917
CPB0851	MN794001.1	35261	44380	43784	79.98956490177397
CPB0831	KP708985.1	34812	43237	43809	79.98529513130988
CPB0831	NC_028816.1	34812	43237	43809	79.98529513130988
CPB0163	MZ634345.1	39925	50476	49365	79.97716369026753
CPB0176	MG894052.1	34824	49443	37655	79.96509678752669
CPB0176	NC_049843.1	34824	49443	37655	79.96509678752669
CPB0167	MG894052.1	34823	49443	37655	79.96280052354818
CPB0167	NC_049843.1	34823	49443	37655	79.96280052354818
CPB0884	MT559527.1	35138	43572	44314	79.96267892497099
CPB0163	MN783016.1	40068	50476	49742	79.9616835299048
CPB0163	NC_049848.1	40068	50476	49742	79.9616835299048
CPB0094	OM938991.1	39755	50733	48715	79.95133134904674
CPB0207	MZ221764.1	39791	50380	49159	79.95057213755412
CPB0414	MN116494.1	34952	43566	43872	79.9469338273977
CPB0875	KF765493.2	35020	43843	43766	79.94612425664029
CPB0875	NC_023567.2	35020	43843	43766	79.94612425664029
CPB0913	MZ634338.1	35708	44730	44602	79.94447678323557
CPB0875	MZ571827.1	35022	43843	43777	79.9406528189911
CPB0850	MK135468.1	35159	44380	43584	79.93952071301896
CPB0239	MZ208805.1	35508	43626	45212	79.93876494292984
CPB0198	MT425185.1	32984	40710	41816	79.93602016334246
CPB0875	MZ602146.1	34578	43843	42674	79.93342348902527
CPB0207	OL674249.1	39984	50380	49674	79.92484058608352
CPB0415	MH633486.1	40202	51292	49310	79.92286435657343
CPB0203	MN794003.1	34276	41120	44656	79.91979108375304
CPB0665	KF765493.2	34878	43519	43766	79.91751159993126
CPB0665	NC_023567.2	34878	43519	43766	79.91751159993126
CPB0515	KX211991.1	30977	35322	42201	79.91692787946802
CPB0515	NC_031025.1	30977	35322	42201	79.91692787946802
CPB0198	GQ413937.1	32696	40710	41119	79.9129892825282
CPB0198	NC_013647.1	32696	40710	41119	79.9129892825282
CPB0207	MZ571833.1	39735	50380	49068	79.91110932346554
CPB0906	MZ571830.1	85269	100263	113149	79.91022060615148
CPB0517	MH633484.1	39672	49954	49344	79.90493262704183
CPB0517	NC_048042.1	39672	49954	49344	79.90493262704183
CPB0163	MF415412.1	39779	50476	49090	79.90478677460177
CPB0163	NC_047841.1	39779	50476	49090	79.90478677460177
CPB0297	OK655936.1	40662	51532	50247	79.90253392153588
CPB0850	MN794002.1	35049	44380	43351	79.90106119843612
CPB0851	MN794002.1	35049	44380	43351	79.90106119843612
CPB0215	OK583892.1	35271	44536	43755	79.89715826075138
CPB0465	MZ634342.1	35368	43643	44892	79.89608629355622
CPB0659	MZ634339.1	34984	42964	44612	79.89403489540513
CPB0875	MN794003.1	35352	43843	44656	79.89242816303009
CPB0851	MZ571827.1	35215	44380	43777	79.8915571083408
CPB0190	ON146449.1	34796	43475	43644	79.88154134000621
CPB0850	KY385423.1	35337	44380	44094	79.88109501096368
CPB0850	NC_047811.1	35337	44380	44094	79.88109501096368
CPB0851	KY385423.1	35337	44380	44094	79.88109501096368
CPB0851	NC_047811.1	35337	44380	44094	79.88109501096368
CPB0664	MN176573.1	35019	43412	44266	79.88092794087457
CPB0271	MT559526.1	34518	42367	44066	79.87227100760126
CPB0211	MT559526.1	34518	42368	44066	79.8713469236643
CPB0215	MK135468.1	35189	44536	43584	79.86609169314572
CPB0828	KP658157.1	39358	49100	49462	79.86445080254053
CPB0828	NC_028786.1	39358	49100	49462	79.86445080254053
CPB0217	MT559526.1	34513	42367	44066	79.86070135249268
CPB0650	MT559526.1	34513	42368	44066	79.8597774024111
CPB0215	MK693005.1	35378	44536	44067	79.85734117354943
CPB0833	MT197175.1	35339	43579	44932	79.85222175774763
CPB0203	KX856662.1	33808	41120	43557	79.85167164637387
CPB0203	NC_047779.1	33808	41120	43557	79.85167164637387
CPB0833	MG972768.1	35419	43579	45135	79.84985458890367
CPB0833	NC_047944.1	35419	43579	45135	79.84985458890367
CPB0462	MG835568.1	32705	40972	40945	79.84911556819708
CPB0462	NC_047908.1	32705	40972	40945	79.84911556819708
CPB0463	MG835568.1	32705	40972	40945	79.84911556819708
CPB0463	NC_047908.1	32705	40972	40945	79.84911556819708
CPB0479	MG835568.1	32705	40972	40945	79.84911556819708
CPB0479	NC_047908.1	32705	40972	40945	79.84911556819708
CPB0175	MN794003.1	35315	43802	44656	79.84580252775328
CPB0831	MN794003.1	35089	43237	44656	79.84481130465453
CPB0517	MW655991.1	39615	49954	49276	79.84480499848836
CPB0517	NC_055956.1	39615	49954	49276	79.84480499848836
CPB0851	MN794003.1	35544	44380	44656	79.84186171885528
CPB0832	MN794003.1	35087	43236	44656	79.84116870704956
CPB0464	MG835568.1	32701	40972	40945	79.8393495855561
CPB0464	NC_047908.1	32701	40972	40945	79.8393495855561
CPB0246	MT559526.1	35082	43818	44066	79.83705794001183
CPB0209	OM938992.1	38407	47262	48957	79.83246552136272
CPB0246	MN176573.1	35157	43818	44266	79.82607511012215
CPB0875	KP708985.1	34983	43843	43809	79.82247980650754
CPB0875	NC_028816.1	34983	43843	43809	79.82247980650754
CPB0465	MZ634340.1	35227	43643	44626	79.81737642887083
CPB0517	OL674249.1	39758	49954	49674	79.81290400289075
CPB0420	KY652725.1	31722	37794	41697	79.81280899724497
CPB0420	NC_047781.1	31722	37794	41697	79.81280899724497
CPB0517	MZ398242.1	39708	49954	49552	79.81026269772677
CPB0414	KY385423.1	34980	43566	44094	79.80835044490075
CPB0414	NC_047811.1	34980	43566	44094	79.80835044490075
CPB0472	MG835568.1	32688	40972	40945	79.80761014197297
CPB0472	NC_047908.1	32688	40972	40945	79.80761014197297
CPB0207	MG552615.1	40153	50380	50249	79.80403263472756
CPB0207	NC_047907.1	40153	50380	50249	79.80403263472756
CPB0207	MK931444.1	40026	50380	49935	79.80062802173154
CPB0207	NC_049841.1	40026	50380	49935	79.80062802173154
CPB0207	MF612072.1	39964	50380	49789	79.7931495772145
CPB0207	NC_047850.1	39964	50380	49789	79.7931495772145
CPB0175	MN794000.1	34792	43802	43411	79.78627039546856
CPB0828	OM938992.1	39108	49100	48957	79.76585047472389
CPB0256	MG894052.1	34761	49504	37655	79.76456820293946
CPB0256	NC_049843.1	34761	49504	37655	79.76456820293946
CPB0414	MN794002.1	34664	43566	43351	79.76345248915632
CPB0884	MT939252.1	35199	43572	44687	79.762970348633
CPB0211	KM576124.1	34391	42368	43865	79.76296777335823
CPB0211	NC_047748.1	34391	42368	43865	79.76296777335823
CPB0650	KM576124.1	34391	42368	43865	79.76296777335823
CPB0650	NC_047748.1	34391	42368	43865	79.76296777335823
CPB0420	MK903728.1	31590	37794	41420	79.75862852526069
CPB0875	MF612071.1	34635	43843	43012	79.75361234240977
CPB0875	NC_047849.1	34635	43843	43012	79.75361234240977
CPB0828	OK138555.1	39055	49100	48841	79.75209564942159
CPB0832	KP708985.1	34705	43236	43809	79.74036417944741
CPB0832	NC_028816.1	34705	43236	43809	79.74036417944741
CPB0217	MZ571827.1	34341	42367	43777	79.72929049034175
CPB0211	MZ571827.1	34341	42368	43777	79.72836496604562
CPB0650	MZ571827.1	34341	42368	43777	79.72836496604562
CPB0239	OK583892.1	34831	43626	43755	79.72213639120632
CPB0217	KM576124.1	34372	42367	43865	79.71982558678913
CPB0217	NC_047748.1	34372	42367	43865	79.71982558678913
CPB0828	MZ571833.1	39128	49100	49068	79.71640453100807
CPB0828	MZ571834.1	39326	49100	49568	79.71378765151822
CPB0884	MT701589.1	35041	43572	44346	79.71291430651289
CPB0215	MN794003.1	35547	44536	44656	79.70894250605436
CPB0165	MG835568.1	32824	41424	40945	79.69988709344535
CPB0165	NC_047908.1	32824	41424	40945	79.69988709344535
CPB0186	KM576124.1	34361	42368	43865	79.69338884185868
CPB0186	NC_047748.1	34361	42368	43865	79.69338884185868
CPB0458	KX856662.1	34946	44159	43557	79.67987596333622
CPB0458	NC_047779.1	34946	44159	43557	79.67987596333622
CPB0094	MZ428222.1	38362	50733	45558	79.67930543872221
CPB0420	KY652724.1	31524	37794	41335	79.67748865776137
CPB0420	NC_047782.1	31524	37794	41335	79.67748865776137
CPB0207	MN783016.1	39887	50380	49742	79.67679431094066
CPB0207	NC_049848.1	39887	50380	49742	79.67679431094066
CPB0850	ON146449.1	35067	44380	43644	79.67599745523948
CPB0828	MK278861.1	39091	49100	49029	79.67267576353575
CPB0828	NC_048143.1	39091	49100	49029	79.67267576353575
CPB0199	MN013080.1	40629	51286	50713	79.6654869165384
CPB0199	MW021762.1	40629	51286	50713	79.6654869165384
CPB0199	NC_049833.1	40629	51286	50713	79.6654869165384
CPB0215	KF765493.2	35173	44536	43766	79.66523974541913
CPB0215	NC_023567.2	35173	44536	43766	79.66523974541913
CPB0186	MT559527.1	34526	42368	44314	79.66129069472323
CPB0664	KF765493.2	34721	43412	43766	79.65541765124229
CPB0664	NC_023567.2	34721	43412	43766	79.65541765124229
CPB0659	MZ634340.1	34882	42964	44626	79.64836168512387
CPB0831	MW590329.1	34952	43237	44535	79.6427106594358
CPB0094	MH688453.1	40057	50733	49861	79.64093285881862
CPB0094	NC_048126.1	40057	50733	49861	79.64093285881862
CPB0512	MF612072.1	40130	50991	49789	79.63881722564001
CPB0512	NC_047850.1	40130	50991	49789	79.63881722564001
CPB0203	OL362278.1	34034	41120	44351	79.63870786582584
CPB0465	MZ634343.1	35247	43643	44881	79.63264199539108
CPB0884	MF612071.1	34470	43572	43012	79.62210108103113
CPB0884	NC_047849.1	34470	43572	43012	79.62210108103113
CPB0828	KR262148.1	39067	49100	49037	79.61726973516615
CPB0828	NC_028760.1	39067	49100	49037	79.61726973516615
CPB0094	MN689779.1	39826	50733	49316	79.61298963507882
CPB0094	NC_049842.1	39826	50733	49316	79.61298963507882
CPB0832	MW590329.1	34937	43236	44535	79.60943819712661
CPB0517	MK931444.1	39760	49954	49935	79.60836528546686
CPB0517	NC_049841.1	39760	49954	49935	79.60836528546686
CPB0839	MG197810.1	37718	46964	47797	79.60658920864068
CPB0296	MH817999.1	46459	58534	58197	79.60010622713762
CPB0296	NC_048732.1	46459	58534	58197	79.60010622713762
CPB0420	OM194190.1	31049	37794	40222	79.59649302707138
CPB0204	KF765493.2	34831	43756	43766	79.59370215488677
CPB0204	NC_023567.2	34831	43756	43766	79.59370215488677
CPB0217	MN794003.1	34631	42367	44656	79.59045309860612
CPB0211	MN794003.1	34631	42368	44656	79.58953851810995
CPB0650	MN794003.1	34631	42368	44656	79.58953851810995
CPB0207	MZ634345.1	39693	50380	49365	79.58895182715926
CPB0293	MN176573.1	35028	43757	44266	79.588289424355
CPB0515	GQ413938.2	31487	35322	43809	79.58195902996297
CPB0515	NC_013649.2	31487	35322	43809	79.58195902996297
CPB0664	GQ413938.2	34701	43412	43809	79.57028697217413
CPB0664	NC_013649.2	34701	43412	43809	79.57028697217413
CPB0415	MK931444.1	40273	51292	49935	79.56968002608001
CPB0415	NC_049841.1	40273	51292	49935	79.56968002608001
CPB0215	MT939252.1	35497	44536	44687	79.56916938457572
CPB0203	MK135468.1	33696	41120	43584	79.56176803928976
CPB0186	MN794003.1	34618	42368	44656	79.55966170251885
CPB0203	GQ413938.2	33784	41120	43809	79.55821921840597
CPB0203	NC_013649.2	33784	41120	43809	79.55821921840597
CPB0465	MT559526.1	34888	43643	44066	79.55397963720941
CPB0271	KM576124.1	34297	42367	43865	79.54587624083867
CPB0271	NC_047748.1	34297	42367	43865	79.54587624083867
CPB0094	MN783016.1	39958	50733	49742	79.53819358049266
CPB0094	NC_049848.1	39958	50733	49742	79.53819358049266
CPB0239	MK693005.1	34872	43626	44067	79.53200369470767
CPB0207	MH633484.1	39655	50380	49344	79.52950142393004
CPB0207	NC_048042.1	39655	50380	49344	79.52950142393004
CPB0884	KM576124.1	34767	43572	43865	79.5246863455974
CPB0884	NC_047748.1	34767	43572	43865	79.5246863455974
CPB0884	KY385423.1	34858	43572	44094	79.52455912212261
CPB0884	NC_047811.1	34858	43572	44094	79.52455912212261
CPB0280	KR262148.1	39951	51438	49037	79.52425976611097
CPB0280	NC_028760.1	39951	51438	49037	79.52425976611097
CPB0178	MG894052.1	34561	49267	37655	79.52187018246244
CPB0178	NC_049843.1	34561	49267	37655	79.52187018246244
CPB0268	MG894052.1	34561	49267	37655	79.52187018246244
CPB0268	NC_049843.1	34561	49267	37655	79.52187018246244
CPB0458	KP708986.1	34890	44159	43595	79.51774278095586
CPB0458	NC_028870.1	34890	44159	43595	79.51774278095586
CPB0203	MN380459.1	33575	41120	43329	79.51544719298039
CPB0271	MZ571827.1	34248	42367	43777	79.51337295690935
CPB0828	OM938991.1	38888	49100	48715	79.51336707049022
CPB0659	MZ634343.1	34924	42964	44881	79.51277818885536
CPB0420	KY389316.1	30992	37794	40163	79.51049937786216
CPB0420	NC_047799.1	30992	37794	40163	79.51049937786216
CPB0211	MK135468.1	34170	42368	43584	79.50949367088607
CPB0650	MK135468.1	34170	42368	43584	79.50949367088607
CPB0217	MK135468.1	34169	42367	43584	79.50809181975777
CPB0175	MN176572.1	34542	43802	43091	79.5046781674013
CPB0850	KF765493.2	35039	44380	43766	79.50218954915708
CPB0850	NC_023567.2	35039	44380	43766	79.50218954915708
CPB0512	ON489264.1	41882	50991	54376	79.49737583873508
CPB0203	MZ571827.1	33743	41120	43777	79.49161925627524
CPB0465	MZ634339.1	35077	43643	44612	79.49011387456801
CPB0186	MK135468.1	34161	42368	43584	79.48855174981385
CPB0297	MW655991.1	40062	51532	49276	79.48178715974923
CPB0297	NC_055956.1	40062	51532	49276	79.48178715974923
CPB0186	MT559526.1	34348	42368	44066	79.47798320105514
CPB0851	ON146449.1	34978	44380	43644	79.47377987821504
CPB0828	MZ428225.1	39253	49100	49684	79.47238419177195
CPB0907	MG835568.1	32466	40764	40945	79.46737813459961
CPB0907	NC_047908.1	32466	40764	40945	79.46737813459961
CPB0914	MG835568.1	32466	40764	40945	79.46737813459961
CPB0914	NC_047908.1	32466	40764	40945	79.46737813459961
CPB0420	OM194189.1	31060	37794	40386	79.45766180608851
CPB0217	KX237514.1	34558	42367	44623	79.45281066789286
CPB0217	NC_047783.1	34558	42367	44623	79.45281066789286
CPB0211	KX237514.1	34558	42368	44623	79.45189732271155
CPB0211	NC_047783.1	34558	42368	44623	79.45189732271155
CPB0851	MK135468.1	34942	44380	43584	79.4461370560684
CPB0650	KX237514.1	34555	42368	44623	79.44500005747722
CPB0650	NC_047783.1	34555	42368	44623	79.44500005747722
CPB0659	MZ634338.1	34781	42964	44602	79.43950848502843
CPB0094	MG894052.1	35105	50733	37655	79.43385979997285
CPB0094	NC_049843.1	35105	50733	37655	79.43385979997285
CPB0664	KP708985.1	34641	43412	43809	79.43270542644547
CPB0664	NC_028816.1	34641	43412	43809	79.43270542644547
CPB0884	KF765493.2	34687	43572	43766	79.43163342416817
CPB0884	NC_023567.2	34687	43572	43766	79.43163342416817
CPB0844	KX211991.1	34040	43515	42201	79.42507816510337
CPB0844	NC_031025.1	34040	43515	42201	79.42507816510337
CPB0217	MN176572.1	33935	42367	43091	79.4191298649629
CPB0271	MN176572.1	33935	42367	43091	79.4191298649629
CPB0211	MN176572.1	33935	42368	43091	79.41820054061012
CPB0650	MN176572.1	33935	42368	43091	79.41820054061012
CPB0297	MW672037.1	40333	51532	50040	79.41755601937543
CPB0512	MZ172460.1	39803	50991	49249	79.41540303272147
CPB0186	KX237514.1	34538	42368	44623	79.40591555448265
CPB0186	NC_047783.1	34538	42368	44623	79.40591555448265
CPB0155	MG835568.1	32686	41387	40945	79.40047612107078
CPB0155	NC_047908.1	32686	41387	40945	79.40047612107078
CPB0517	MZ428221.1	40388	49954	51784	79.3960958540565
CPB0199	KR262148.1	39825	51286	49037	79.39355880505966
CPB0199	NC_028760.1	39825	51286	49037	79.39355880505966
CPB0186	MN176572.1	33922	42368	43091	79.38777659462433
CPB0828	MH633486.1	39061	49100	49310	79.38420892185754
CPB0271	MN794003.1	34541	42367	44656	79.38361122921526
CPB0217	MF612071.1	33888	42367	43012	79.38251794937865
CPB0217	NC_047849.1	33888	42367	43012	79.38251794937865
CPB0211	MF612071.1	33888	42368	43012	79.38158819395643
CPB0211	NC_047849.1	33888	42368	43012	79.38158819395643
CPB0650	MF612071.1	33888	42368	43012	79.38158819395643
CPB0650	NC_047849.1	33888	42368	43012	79.38158819395643
CPB0186	MZ571827.1	34189	42368	43777	79.3754715886006
CPB0209	MZ398242.1	38416	47262	49552	79.36042307930671
CPB0217	MZ634338.1	34509	42367	44602	79.35931193873678
CPB0211	MZ634338.1	34509	42368	44602	79.35839944808555
CPB0650	MZ634338.1	34509	42368	44602	79.35839944808555
CPB0209	MZ428228.1	38124	47262	48826	79.35226042794106
CPB0246	MF612071.1	34448	43818	43012	79.34584820914431
CPB0246	NC_047849.1	34448	43818	43012	79.34584820914431
CPB0833	MT090077.2	35147	43579	45013	79.34576485461442
CPB0159	MN013078.1	40103	49525	51562	79.34353576622118
CPB0831	MK693005.1	34629	43237	44067	79.32969852469532
CPB0832	MK693005.1	34628	43236	44067	79.32831632360859
CPB0094	MK931445.1	39575	50733	49045	79.32610395077072
CPB0094	NC_049846.1	39575	50733	49045	79.32610395077072
CPB0850	OK583892.1	34957	44380	43755	79.32603392522834
CPB0203	ON132389.1	33868	41120	44270	79.3254479447242
CPB0207	OL539448.1	39433	50380	49054	79.31492246113
CPB0209	KP658157.1	38352	47262	49462	79.30193126835118
CPB0209	NC_028786.1	38352	47262	49462	79.30193126835118
CPB0271	MK135468.1	34080	42367	43584	79.30099707973147
CPB0163	MZ428228.1	39372	50476	48826	79.29749652574974
CPB0659	MZ634342.1	34833	42964	44892	79.29566563467493
CPB0871	MG835568.1	32626	41350	40945	79.29035785892216
CPB0871	NC_047908.1	32626	41350	40945	79.29035785892216
CPB0186	MZ634338.1	34479	42368	44602	79.28941014142808
CPB0203	OL362279.1	33161	41120	42528	79.28701224177506
CPB0414	MN176572.1	34349	43566	43091	79.27576537383015
CPB0851	OK583892.1	34933	44380	43755	79.27157202019629
CPB0094	MZ428227.1	39502	50733	48935	79.26716699442147
CPB0246	MT559527.1	34927	43818	44314	79.2606544728362
CPB0271	KX237514.1	34468	42367	44623	79.24589033222209
CPB0271	NC_047783.1	34468	42367	44623	79.24589033222209
CPB0236	GQ413937.1	32374	40588	41119	79.24412841005055
CPB0236	NC_013647.1	32374	40588	41119	79.24412841005055
CPB0875	ON146449.1	34662	43843	43644	79.23920125275755
CPB0420	OK138556.1	30945	37794	40314	79.23644184974651
CPB0512	MZ428228.1	39545	50991	48826	79.23500005009167
CPB0199	MN379832.1	39272	51286	47844	79.23332997074549
CPB0199	NC_049838.1	39272	51286	47844	79.23332997074549
CPB0517	MH633486.1	39324	49954	49310	79.2311411992263
CPB0512	MN395286.1	39779	50991	49422	79.23077689143835
CPB0512	NC_049845.1	39779	50991	49422	79.23077689143835
CPB0204	MN176573.1	34868	43756	44266	79.22564813342119
CPB0209	MK278861.1	38141	47262	49029	79.22028019233366
CPB0209	NC_048143.1	38141	47262	49029	79.22028019233366
CPB0211	ON132389.1	34317	42368	44270	79.21928022345853
CPB0650	ON132389.1	34317	42368	44270	79.21928022345853
CPB0426	MN013087.1	39378	47738	51678	79.21863683914057
CPB0217	ON132389.1	34316	42367	44270	79.21788612255733
CPB0207	MH844531.1	39532	50380	49427	79.21688859498833
CPB0207	NC_048162.1	39532	50380	49427	79.21688859498833
CPB0828	MZ634346.1	39432	49100	50457	79.21492210492481
CPB0209	MH633484.1	38262	47262	49344	79.21247127507608
CPB0209	NC_048042.1	38262	47262	49344	79.21247127507608
CPB0094	OL702938.1	39710	50733	49534	79.20851326957025
CPB0517	MZ428226.1	39158	49954	48933	79.197467816801
CPB0851	KF765493.2	34904	44380	43766	79.19587956345154
CPB0851	NC_023567.2	34904	44380	43766	79.19587956345154
CPB0203	MT559527.1	33828	41120	44314	79.19095442095653
CPB0426	KX237515.1	39134	47738	51099	79.18896769428453
CPB0426	NC_047784.1	39134	47738	51099	79.18896769428453
CPB0414	MN794003.1	34930	43566	44656	79.18659744734875
CPB0875	MW590329.1	34990	43843	44535	79.18260200502387
CPB0465	KY000081.1	34158	43643	42641	79.17574521348106
CPB0465	NC_047787.1	34158	43643	42641	79.17574521348106
CPB0415	MK521904.1	40247	51292	50381	79.16949435936777
CPB0415	NC_049840.1	40247	51292	50381	79.16949435936777
CPB0844	MF612071.1	34251	43515	43012	79.16835207507484
CPB0844	NC_047849.1	34251	43515	43012	79.16835207507484
CPB0209	MK931442.1	38467	47262	49916	79.16812447261727
CPB0209	NC_049847.1	38467	47262	49916	79.16812447261727
CPB0833	MN176573.1	34772	43579	44266	79.16671409869657
CPB0659	MN176573.1	34528	42964	44266	79.16542473919523
CPB0271	MF612071.1	33794	42367	43012	79.16232328792795
CPB0271	NC_047849.1	33794	42367	43012	79.16232328792795
CPB0850	MT559527.1	35106	44380	44314	79.16206282273886
CPB0203	MN794002.1	33430	41120	43351	79.15142474932225
CPB0828	MH633485.1	39271	49100	50132	79.14987100935183
CPB0828	NC_048043.1	39271	49100	50132	79.14987100935183
CPB0271	MZ634338.1	34415	42367	44602	79.1431429589854
CPB0833	MT559526.1	34682	43579	44066	79.14199326829825
CPB0884	ON132389.1	34759	43572	44270	79.13981922087385
CPB0828	MZ428222.1	37450	49100	45558	79.12696232753703
CPB0187	MG835568.1	32082	40145	40945	79.12689604143544
CPB0187	NC_047908.1	32082	40145	40945	79.12689604143544
CPB0209	MZ428227.1	38057	47262	48935	79.12304957535058
CPB0207	ON489264.1	41442	50380	54376	79.12100500210012
CPB0875	KX587949.2	34759	43843	44024	79.11730228641014
CPB0875	NC_047857.1	34759	43843	44024	79.11730228641014
CPB0884	MN176573.1	34745	43572	44266	79.11154625560691
CPB0517	MZ221764.1	39204	49954	49159	79.10970306619717
CPB0280	OL539460.1	39771	51438	49111	79.10769873395061
CPB0512	MZ571833.1	39575	50991	49068	79.10332903586884
CPB0512	MK521904.1	40092	50991	50381	79.0987649449552
CPB0512	NC_049840.1	40092	50991	50381	79.0987649449552
CPB0420	GQ413937.1	31208	37794	41119	79.0946992257296
CPB0420	NC_013647.1	31208	37794	41119	79.0946992257296
CPB0415	MZ634346.1	40230	51292	50457	79.07694424515229
CPB0280	MW042802.1	40714	51438	51538	79.0747358607831
CPB0875	KY385423.1	34764	43843	44094	79.06569475874774
CPB0875	NC_047811.1	34764	43843	44094	79.06569475874774
CPB0833	MK693005.1	34648	43579	44067	79.0635054651667
CPB0828	MH633484.1	38912	49100	49344	79.05408150826865
CPB0828	NC_048042.1	38912	49100	49344	79.05408150826865
CPB0297	MZ428227.1	39707	51532	48935	79.04486050145819
CPB0239	MN176573.1	34737	43626	44266	79.04473672234106
CPB0209	MZ428225.1	38315	47262	49684	79.0440038784478
CPB0203	MZ208805.1	34119	41120	45212	79.04137515637308
CPB0206	MG894052.1	34016	48419	37655	79.03896647071124
CPB0206	NC_049843.1	34016	48419	37655	79.03896647071124
CPB0281	MG894052.1	34016	48419	37655	79.03896647071124
CPB0281	NC_049843.1	34016	48419	37655	79.03896647071124
CPB0283	MG894052.1	34016	48419	37655	79.03896647071124
CPB0283	NC_049843.1	34016	48419	37655	79.03896647071124
CPB0284	MG894052.1	34016	48419	37655	79.03896647071124
CPB0284	NC_049843.1	34016	48419	37655	79.03896647071124
CPB0206	MN013083.1	39596	48419	51780	79.03472090539826
CPB0206	NC_049837.1	39596	48419	51780	79.03472090539826
CPB0283	MN013083.1	39596	48419	51780	79.03472090539826
CPB0283	NC_049837.1	39596	48419	51780	79.03472090539826
CPB0414	MN794001.1	34518	43566	43784	79.03377218088151
CPB0281	MN013083.1	39592	48419	51780	79.02673679378037
CPB0281	NC_049837.1	39592	48419	51780	79.02673679378037
CPB0215	MN794002.1	34726	44536	43351	79.02420153151205
CPB0426	MZ598515.1	38885	47738	50675	79.02411266804182
CPB0186	MF612071.1	33734	42368	43012	79.02084797376435
CPB0186	NC_047849.1	33734	42368	43012	79.02084797376435
CPB0203	MT939252.1	33902	41120	44687	79.01919423823232
CPB0875	MN116494.1	34655	43843	43872	79.01727184632047
CPB0284	MN013083.1	39587	48419	51780	79.01675665425802
CPB0284	NC_049837.1	39587	48419	51780	79.01675665425802
CPB0650	KP708986.1	33962	42368	43595	79.0153903423566
CPB0650	NC_028870.1	33962	42368	43595	79.0153903423566
CPB0217	KP708986.1	33961	42367	43595	79.01398292268676
CPB0217	NC_028870.1	33961	42367	43595	79.01398292268676
