go_id	category	go_term
GO:0046426	Process	negative regulation of JAK-STAT cascade
GO:0046427	Process	positive regulation of JAK-STAT cascade
GO:0046428	Function	1,4-dihydroxy-2-naphthoate octaprenyltransferase activity
GO:0046429	Function	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity
GO:0046434	Process	organophosphate catabolic process
GO:0046436	Process	D-alanine metabolic process
GO:0046439	Process	L-cysteine metabolic process
GO:0046443	Process	FAD metabolic process
GO:0046444	Process	FMN metabolic process
GO:0046449	Process	creatinine metabolic process
GO:0046452	Process	dihydrofolate metabolic process
GO:0046456	Process	icosanoid biosynthetic process
GO:0046458	Process	hexadecanal metabolic process
GO:0046459	Process	short-chain fatty acid metabolic process
GO:0046460	Process	neutral lipid biosynthetic process
GO:0046461	Process	neutral lipid catabolic process
GO:0046462	Process	monoacylglycerol metabolic process
GO:0046464	Process	acylglycerol catabolic process
GO:0046466	Process	membrane lipid catabolic process
GO:0046467	Process	membrane lipid biosynthetic process
GO:0046469	Process	platelet activating factor metabolic process
GO:0046470	Process	phosphatidylcholine metabolic process
GO:0046471	Process	phosphatidylglycerol metabolic process
GO:0046473	Process	phosphatidic acid metabolic process
GO:0046474	Process	glycerophospholipid biosynthetic process
GO:0046475	Process	glycerophospholipid catabolic process
GO:0046477	Process	glycosylceramide catabolic process
GO:0046479	Process	glycosphingolipid catabolic process
GO:0046480	Function	galactolipid galactosyltransferase activity
GO:0046481	Function	digalactosyldiacylglycerol synthase activity
GO:0046482	Process	para-aminobenzoic acid metabolic process
GO:0046483	Process	heterocycle metabolic process
GO:0046485	Process	ether lipid metabolic process
GO:0046486	Process	glycerolipid metabolic process
GO:0046487	Process	glyoxylate metabolic process
GO:0046488	Process	phosphatidylinositol metabolic process
GO:0046490	Process	isopentenyl diphosphate metabolic process
GO:0046491	Process	L-methylmalonyl-CoA metabolic process
GO:0046493	Process	lipid A metabolic process
GO:0046495	Process	nicotinamide riboside metabolic process
GO:0046496	Process	nicotinamide nucleotide metabolic process
GO:0046498	Process	S-adenosylhomocysteine metabolic process
GO:0046499	Process	S-adenosylmethioninamine metabolic process
GO:0046500	Process	S-adenosylmethionine metabolic process
GO:0046501	Process	protoporphyrinogen IX metabolic process
GO:0046502	Process	uroporphyrinogen III metabolic process
GO:0046505	Process	sulfolipid metabolic process
GO:0046506	Process	sulfolipid biosynthetic process
GO:0046507	Function	UDPsulfoquinovose synthase activity
GO:0046509	Function	1,2-diacylglycerol 3-beta-galactosyltransferase activity
GO:0046510	Function	UDP-sulfoquinovose:DAG sulfoquinovosyltransferase activity
GO:0046511	Process	sphinganine biosynthetic process
GO:0046512	Process	sphingosine biosynthetic process
GO:0046513	Process	ceramide biosynthetic process
GO:0046514	Process	ceramide catabolic process
GO:0046519	Process	sphingoid metabolic process
GO:0046520	Process	sphingoid biosynthetic process
GO:0046521	Process	sphingoid catabolic process
GO:0046522	Function	S-methyl-5-thioribose kinase activity
GO:0046523	Function	S-methyl-5-thioribose-1-phosphate isomerase activity
GO:0046524	Function	sucrose-phosphate synthase activity
GO:0046525	Function	xylosylprotein 4-beta-galactosyltransferase activity
GO:0046526	Function	D-xylulose reductase activity
GO:0046527	Function	glucosyltransferase activity
GO:0046528	Process	imaginal disc fusion
GO:0046529	Process	imaginal disc fusion, thorax closure
GO:0046530	Process	photoreceptor cell differentiation
GO:0046532	Process	regulation of photoreceptor cell differentiation
GO:0046533	Process	negative regulation of photoreceptor cell differentiation
GO:0046534	Process	positive regulation of photoreceptor cell differentiation
GO:0046536	Component	dosage compensation complex
GO:0046537	Function	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity
GO:0046538	Function	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity
GO:0046539	Function	histamine N-methyltransferase activity
GO:0046540	Component	U4/U6 x U5 tri-snRNP complex
GO:0046541	Process	saliva secretion
GO:0046543	Process	development of secondary female sexual characteristics
GO:0046544	Process	development of secondary male sexual characteristics
GO:0046545	Process	development of primary female sexual characteristics
GO:0046546	Process	development of primary male sexual characteristics
GO:0046547	Function	trans-aconitate 3-methyltransferase activity
GO:0046548	Process	retinal rod cell development
GO:0046549	Process	retinal cone cell development
GO:0046551	Process	retinal cone cell fate commitment
GO:0046552	Process	photoreceptor cell fate commitment
GO:0046553	Function	D-malate dehydrogenase (decarboxylating) activity
GO:0046554	Function	malate dehydrogenase (NADP+) activity
GO:0046555	Function	acetylxylan esterase activity
GO:0046556	Function	alpha-L-arabinofuranosidase activity
GO:0046557	Function	glucan endo-1,6-beta-glucosidase activity
GO:0046562	Function	glucose oxidase activity
GO:0046564	Function	oxalate decarboxylase activity
GO:0046566	Function	DOPA dioxygenase activity
GO:0046568	Function	3-methylbutanol:NAD(P) oxidoreductase activity
GO:0046570	Function	methylthioribulose 1-phosphate dehydratase activity
GO:0046574	Function	glycuronidase activity
GO:0046575	Function	rhamnogalacturonan acetylesterase activity
GO:0046577	Function	long-chain-alcohol oxidase activity
GO:0046578	Process	regulation of Ras protein signal transduction
GO:0046579	Process	positive regulation of Ras protein signal transduction
GO:0046580	Process	negative regulation of Ras protein signal transduction
GO:0046581	Component	intercellular canaliculus
GO:0046583	Function	cation efflux transmembrane transporter activity
GO:0046586	Process	regulation of calcium-dependent cell-cell adhesion
GO:0046587	Process	positive regulation of calcium-dependent cell-cell adhesion
GO:0046588	Process	negative regulation of calcium-dependent cell-cell adhesion
GO:0046589	Function	ribonuclease T1 activity
GO:0046592	Function	polyamine oxidase activity
GO:0046593	Function	mandelonitrile lyase activity
GO:0046594	Process	maintenance of pole plasm mRNA location
GO:0046595	Process	establishment of pole plasm mRNA localization
GO:0046596	Process	regulation of viral entry into host cell
GO:0046597	Process	negative regulation of viral entry into host cell
GO:0046598	Process	positive regulation of viral entry into host cell
GO:0046599	Process	regulation of centriole replication
GO:0046600	Process	negative regulation of centriole replication
GO:0046601	Process	positive regulation of centriole replication
GO:0046602	Process	regulation of mitotic centrosome separation
GO:0046603	Process	negative regulation of mitotic centrosome separation
GO:0046604	Process	positive regulation of mitotic centrosome separation
GO:0046605	Process	regulation of centrosome cycle
GO:0046608	Function	carotenoid isomerase activity
GO:0046611	Component	lysosomal proton-transporting V-type ATPase complex
GO:0046618	Process	drug export
GO:0046619	Process	optic placode formation involved in camera-type eye formation
GO:0046620	Process	regulation of organ growth
GO:0046621	Process	negative regulation of organ growth
GO:0046622	Process	positive regulation of organ growth
GO:0046623	Function	sphingolipid-translocating ATPase activity
GO:0046624	Function	sphingolipid transporter activity
GO:0046625	Function	sphingolipid binding
GO:0046626	Process	regulation of insulin receptor signaling pathway
GO:0046627	Process	negative regulation of insulin receptor signaling pathway
GO:0046628	Process	positive regulation of insulin receptor signaling pathway
GO:0046629	Process	gamma-delta T cell activation
GO:0046631	Process	alpha-beta T cell activation
GO:0046632	Process	alpha-beta T cell differentiation
GO:0046633	Process	alpha-beta T cell proliferation
GO:0046635	Process	positive regulation of alpha-beta T cell activation
GO:0046636	Process	negative regulation of alpha-beta T cell activation
GO:0046637	Process	regulation of alpha-beta T cell differentiation
GO:0046638	Process	positive regulation of alpha-beta T cell differentiation
GO:0046639	Process	negative regulation of alpha-beta T cell differentiation
GO:0046641	Process	positive regulation of alpha-beta T cell proliferation
GO:0046642	Process	negative regulation of alpha-beta T cell proliferation
GO:0046645	Process	positive regulation of gamma-delta T cell activation
GO:0046649	Process	lymphocyte activation
GO:0046651	Process	lymphocyte proliferation
GO:0046653	Process	tetrahydrofolate metabolic process
GO:0046654	Process	tetrahydrofolate biosynthetic process
GO:0046655	Process	folic acid metabolic process
GO:0046656	Process	folic acid biosynthetic process
GO:0046657	Process	folic acid catabolic process
GO:0046658	Component	anchored component of plasma membrane
GO:0046659	Function	digestive hormone activity
GO:0046660	Process	female sex differentiation
GO:0046661	Process	male sex differentiation
GO:0046662	Process	regulation of oviposition
GO:0046663	Process	dorsal closure, leading edge cell differentiation
GO:0046664	Process	dorsal closure, amnioserosa morphology change
GO:0046665	Process	amnioserosa maintenance
GO:0046666	Process	retinal cell programmed cell death
GO:0046667	Process	compound eye retinal cell programmed cell death
GO:0046668	Process	regulation of retinal cell programmed cell death
GO:0046669	Process	regulation of compound eye retinal cell programmed cell death
GO:0046670	Process	positive regulation of retinal cell programmed cell death
GO:0046671	Process	negative regulation of retinal cell programmed cell death
GO:0046672	Process	positive regulation of compound eye retinal cell programmed cell death
GO:0046673	Process	negative regulation of compound eye retinal cell programmed cell death
GO:0046676	Process	negative regulation of insulin secretion
GO:0046677	Process	response to antibiotic
GO:0046680	Process	response to DDT
GO:0046683	Process	response to organophosphorus
GO:0046684	Process	response to pyrethroid
GO:0046685	Process	response to arsenic-containing substance
GO:0046686	Process	response to cadmium ion
GO:0046687	Process	response to chromate
GO:0046688	Process	response to copper ion
GO:0046689	Process	response to mercury ion
GO:0046690	Process	response to tellurium ion
GO:0046691	Component	intracellular canaliculus
GO:0046692	Process	sperm competition
GO:0046693	Process	sperm storage
GO:0046695	Component	SLIK (SAGA-like) complex
GO:0046696	Component	lipopolysaccharide receptor complex
GO:0046697	Process	decidualization
GO:0046701	Process	insecticide catabolic process
GO:0046702	Function	galactoside 6-L-fucosyltransferase activity
GO:0046703	Function	natural killer cell lectin-like receptor binding
GO:0046704	Process	CDP metabolic process
GO:0046705	Process	CDP biosynthetic process
GO:0046709	Process	IDP catabolic process
GO:0046710	Process	GDP metabolic process
GO:0046711	Process	GDP biosynthetic process
GO:0046712	Process	GDP catabolic process
GO:0046713	Process	borate transport
GO:0046715	Function	active borate transmembrane transporter activity
GO:0046716	Process	muscle cell cellular homeostasis
GO:0046717	Process	acid secretion
GO:0046718	Process	viral entry into host cell
GO:0046719	Process	regulation by virus of viral protein levels in host cell
GO:0046720	Process	citric acid secretion
GO:0046722	Process	lactic acid secretion
GO:0046724	Process	oxalic acid secretion
GO:0046725	Process	negative regulation by virus of viral protein levels in host cell
GO:0046726	Process	positive regulation by virus of viral protein levels in host cell
GO:0046739	Process	transport of virus in multicellular host
GO:0046740	Process	transport of virus in host, cell to cell
GO:0046741	Process	transport of virus in host, tissue to tissue
GO:0046745	Process	viral capsid secondary envelopment
GO:0046755	Process	viral budding
GO:0046777	Process	protein autophosphorylation
GO:0046778	Process	modification by virus of host mRNA processing
GO:0046782	Process	regulation of viral transcription
GO:0046784	Process	viral mRNA export from host cell nucleus
GO:0046785	Process	microtubule polymerization
GO:0046786	Process	viral replication complex formation and maintenance
GO:0046789	Function	host cell surface receptor binding
GO:0046790	Function	virion binding
GO:0046809	Component	replication compartment
GO:0046810	Function	host cell extracellular matrix binding
GO:0046811	Function	histone deacetylase inhibitor activity
GO:0046812	Function	host cell surface binding
GO:0046813	Process	receptor-mediated virion attachment to host cell
GO:0046814	Process	coreceptor-mediated virion attachment to host cell
GO:0046817	Function	chemokine receptor antagonist activity
GO:0046819	Process	protein secretion by the type V secretion system
GO:0046820	Function	4-amino-4-deoxychorismate synthase activity
GO:0046822	Process	regulation of nucleocytoplasmic transport
GO:0046823	Process	negative regulation of nucleocytoplasmic transport
GO:0046824	Process	positive regulation of nucleocytoplasmic transport
GO:0046825	Process	regulation of protein export from nucleus
GO:0046826	Process	negative regulation of protein export from nucleus
GO:0046827	Process	positive regulation of protein export from nucleus
GO:0046830	Process	positive regulation of RNA import into nucleus
GO:0046831	Process	regulation of RNA export from nucleus
GO:0046832	Process	negative regulation of RNA export from nucleus
GO:0046833	Process	positive regulation of RNA export from nucleus
GO:0046834	Process	lipid phosphorylation
GO:0046835	Process	carbohydrate phosphorylation
GO:0046836	Process	glycolipid transport
GO:0046838	Process	phosphorylated carbohydrate dephosphorylation
GO:0046839	Process	phospholipid dephosphorylation
GO:0046843	Process	dorsal appendage formation
GO:0046844	Process	micropyle formation
GO:0046847	Process	filopodium assembly
GO:0046848	Function	hydroxyapatite binding
GO:0046849	Process	bone remodeling
GO:0046850	Process	regulation of bone remodeling
GO:0046851	Process	negative regulation of bone remodeling
GO:0046854	Process	phosphatidylinositol phosphorylation
GO:0046855	Process	inositol phosphate dephosphorylation
GO:0046856	Process	phosphatidylinositol dephosphorylation
GO:0046857	Function	oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor
GO:0046858	Component	chlorosome
GO:0046861	Component	glyoxysomal membrane
GO:0046862	Component	chromoplast membrane
GO:0046863	Function	ribulose-1,5-bisphosphate carboxylase/oxygenase activator activity
GO:0046865	Process	terpenoid transport
GO:0046867	Process	carotenoid transport
GO:0046870	Function	cadmium ion binding
GO:0046871	Function	N-acetylgalactosamine binding
GO:0046872	Function	metal ion binding
GO:0046873	Function	metal ion transmembrane transporter activity
GO:0046874	Process	quinolinate metabolic process
GO:0046875	Function	ephrin receptor binding
GO:0046877	Process	regulation of saliva secretion
GO:0046878	Process	positive regulation of saliva secretion
GO:0046879	Process	hormone secretion
GO:0046880	Process	regulation of follicle-stimulating hormone secretion
GO:0046881	Process	positive regulation of follicle-stimulating hormone secretion
GO:0046882	Process	negative regulation of follicle-stimulating hormone secretion
GO:0046883	Process	regulation of hormone secretion
GO:0046884	Process	follicle-stimulating hormone secretion
GO:0046885	Process	regulation of hormone biosynthetic process
GO:0046886	Process	positive regulation of hormone biosynthetic process
GO:0046887	Process	positive regulation of hormone secretion
GO:0046888	Process	negative regulation of hormone secretion
GO:0046889	Process	positive regulation of lipid biosynthetic process
GO:0046890	Process	regulation of lipid biosynthetic process
GO:0046892	Process	peptidyl-S-carbamoyl-L-cysteine dehydration
GO:0046898	Process	response to cycloheximide
GO:0046899	Function	nucleoside triphosphate adenylate kinase activity
GO:0046900	Process	tetrahydrofolylpolyglutamate metabolic process
GO:0046901	Process	tetrahydrofolylpolyglutamate biosynthetic process
GO:0046902	Process	regulation of mitochondrial membrane permeability
GO:0046903	Process	secretion
GO:0046904	Function	calcium oxalate binding
GO:0046905	Function	phytoene synthase activity
GO:0046906	Function	tetrapyrrole binding
GO:0046907	Process	intracellular transport
GO:0046910	Function	pectinesterase inhibitor activity
GO:0046911	Function	metal chelating activity
GO:0046912	Function	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
GO:0046914	Function	transition metal ion binding
GO:0046915	Function	transition metal ion transmembrane transporter activity
GO:0046916	Process	cellular transition metal ion homeostasis
GO:0046917	Function	triphosphoribosyl-dephospho-CoA synthase activity
GO:0046919	Function	pyruvyltransferase activity
GO:0046920	Function	alpha-(1->3)-fucosyltransferase activity
GO:0046921	Function	alpha-(1->6)-fucosyltransferase activity
GO:0046922	Function	peptide-O-fucosyltransferase activity
GO:0046923	Function	ER retention sequence binding
GO:0046928	Process	regulation of neurotransmitter secretion
GO:0046929	Process	negative regulation of neurotransmitter secretion
GO:0046930	Component	pore complex
GO:0046931	Process	pore complex assembly
GO:0046933	Function	proton-transporting ATP synthase activity, rotational mechanism
GO:0046934	Function	phosphatidylinositol-4,5-bisphosphate 3-kinase activity
GO:0046935	Function	1-phosphatidylinositol-3-kinase regulator activity
GO:0046938	Process	phytochelatin biosynthetic process
GO:0046939	Process	nucleotide phosphorylation
GO:0046940	Process	nucleoside monophosphate phosphorylation
GO:0046941	Function	azetidine-2-carboxylic acid acetyltransferase activity
GO:0046942	Process	carboxylic acid transport
GO:0046943	Function	carboxylic acid transmembrane transporter activity
GO:0046944	Process	protein carbamoylation
GO:0046947	Process	hydroxylysine biosynthetic process
GO:0046948	Process	hydroxylysine catabolic process
GO:0046949	Process	fatty-acyl-CoA biosynthetic process
GO:0046950	Process	cellular ketone body metabolic process
GO:0046951	Process	ketone body biosynthetic process
GO:0046952	Process	ketone body catabolic process
GO:0046956	Process	positive phototaxis
GO:0046957	Process	negative phototaxis
GO:0046958	Process	nonassociative learning
GO:0046959	Process	habituation
GO:0046960	Process	sensitization
GO:0046961	Function	proton-transporting ATPase activity, rotational mechanism
GO:0046963	Process	3'-phosphoadenosine 5'-phosphosulfate transport
GO:0046964	Function	3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity
GO:0046965	Function	retinoid X receptor binding
GO:0046966	Function	thyroid hormone receptor binding
GO:0046967	Process	cytosol to ER transport
GO:0046968	Process	peptide antigen transport
GO:0046969	Function	NAD-dependent histone deacetylase activity (H3-K9 specific)
GO:0046970	Function	NAD-dependent histone deacetylase activity (H4-K16 specific)
GO:0046972	Function	histone acetyltransferase activity (H4-K16 specific)
GO:0046974	Function	histone methyltransferase activity (H3-K9 specific)
GO:0046975	Function	histone methyltransferase activity (H3-K36 specific)
GO:0046976	Function	histone methyltransferase activity (H3-K27 specific)
GO:0046977	Function	TAP binding
GO:0046978	Function	TAP1 binding
GO:0046979	Function	TAP2 binding
GO:0046980	Function	tapasin binding
GO:0046981	Function	beta-1,4-mannosylglycolipid beta-1,3-N-acetylglucosaminyltransferase activity
GO:0046982	Function	protein heterodimerization activity
GO:0046983	Function	protein dimerization activity
GO:0046984	Process	regulation of hemoglobin biosynthetic process
GO:0046985	Process	positive regulation of hemoglobin biosynthetic process
GO:0046986	Process	negative regulation of hemoglobin biosynthetic process
GO:0046987	Function	N-acetyllactosamine beta-1,3-glucuronosyltransferase activity
GO:0046988	Function	asioloorosomucoid beta-1,3-glucuronosyltransferase activity
GO:0046989	Function	galactosyl beta-1,3 N-acetylgalactosamine beta-1,3-glucuronosyltransferase activity
GO:0046990	Function	N-hydroxyarylamine O-acetyltransferase activity
GO:0046999	Process	regulation of conjugation
GO:0047001	Function	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity
GO:0047002	Function	L-arabinitol 2-dehydrogenase activity
GO:0047006	Function	17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity
GO:0047012	Function	sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity
GO:0047015	Function	3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity
GO:0047016	Function	cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase activity
GO:0047017	Function	prostaglandin-F synthase activity
GO:0047018	Function	indole-3-acetaldehyde reductase (NADH) activity
GO:0047019	Function	indole-3-acetaldehyde reductase (NADPH) activity
GO:0047020	Function	15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity
GO:0047021	Function	15-hydroxyprostaglandin dehydrogenase (NADP+) activity
GO:0047022	Function	7-beta-hydroxysteroid dehydrogenase (NADP+) activity
GO:0047023	Function	androsterone dehydrogenase activity
GO:0047024	Function	5alpha-androstane-3beta,17beta-diol dehydrogenase activity
GO:0047025	Function	3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity
GO:0047035	Function	testosterone dehydrogenase (NAD+) activity
GO:0047039	Function	tetrahydroxynaphthalene reductase activity
GO:0047042	Function	androsterone dehydrogenase (B-specific) activity
GO:0047044	Function	androstan-3-alpha,17-beta-diol dehydrogenase activity
GO:0047045	Function	testosterone 17-beta-dehydrogenase (NADP+) activity
GO:0047046	Function	homoisocitrate dehydrogenase activity
GO:0047057	Function	vitamin-K-epoxide reductase (warfarin-sensitive) activity
GO:0047058	Function	vitamin-K-epoxide reductase (warfarin-insensitive) activity
GO:0047066	Function	phospholipid-hydroperoxide glutathione peroxidase activity
GO:0047067	Function	hydrogen:quinone oxidoreductase activity
GO:0047070	Function	3-carboxyethylcatechol 2,3-dioxygenase activity
GO:0047086	Function	ketosteroid monooxygenase activity
GO:0047092	Function	27-hydroxycholesterol 7-alpha-monooxygenase activity
GO:0047100	Function	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity
GO:0047101	Function	2-oxoisovalerate dehydrogenase (acylating) activity
GO:0047102	Function	aminomuconate-semialdehyde dehydrogenase activity
GO:0047105	Function	4-trimethylammoniobutyraldehyde dehydrogenase activity
GO:0047106	Function	4-hydroxyphenylacetaldehyde dehydrogenase activity
GO:0047111	Function	formate dehydrogenase (cytochrome-c-553) activity
GO:0047115	Function	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity
GO:0047117	Function	enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity
GO:0047127	Function	thiomorpholine-carboxylate dehydrogenase activity
GO:0047130	Function	saccharopine dehydrogenase (NADP+, L-lysine-forming) activity
GO:0047131	Function	saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity
GO:0047134	Function	protein-disulfide reductase activity
GO:0047138	Function	aquacobalamin reductase activity
GO:0047144	Function	2-acylglycerol-3-phosphate O-acyltransferase activity
GO:0047146	Function	sterigmatocystin 7-O-methyltransferase activity
GO:0047150	Function	betaine-homocysteine S-methyltransferase activity
GO:0047158	Function	sinapoylglucose-sinapoylglucose O-sinapoyltransferase activity
GO:0047159	Function	1-alkenylglycerophosphocholine O-acyltransferase activity
GO:0047166	Function	1-alkenylglycerophosphoethanolamine O-acyltransferase activity
GO:0047172	Function	shikimate O-hydroxycinnamoyltransferase activity
GO:0047173	Function	phosphatidylcholine-retinol O-acyltransferase activity
GO:0047179	Function	platelet-activating factor acetyltransferase activity
GO:0047184	Function	1-acylglycerophosphocholine O-acyltransferase activity
GO:0047186	Function	N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity
GO:0047191	Function	1-alkylglycerophosphocholine O-acyltransferase activity
GO:0047192	Function	1-alkylglycerophosphocholine O-acetyltransferase activity
GO:0047196	Function	long-chain-alcohol O-fatty-acyltransferase activity
GO:0047198	Function	cysteine-S-conjugate N-acetyltransferase activity
GO:0047202	Function	sinapoylglucose-choline O-sinapoyltransferase activity
GO:0047205	Function	quinate O-hydroxycinnamoyltransferase activity
GO:0047209	Function	coniferyl-alcohol glucosyltransferase activity
GO:0047213	Function	anthocyanidin 3-O-glucosyltransferase activity
GO:0047215	Function	indole-3-acetate beta-glucosyltransferase activity
GO:0047216	Function	inositol 3-alpha-galactosyltransferase activity
GO:0047218	Function	hydroxycinnamate 4-beta-glucosyltransferase activity
GO:0047220	Function	galactosylxylosylprotein 3-beta-galactosyltransferase activity
GO:0047223	Function	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity
GO:0047224	Function	acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity
GO:0047225	Function	acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity
GO:0047237	Function	glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase activity
GO:0047238	Function	glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity
GO:0047241	Function	lipopolysaccharide N-acetylmannosaminouronosyltransferase activity
GO:0047251	Function	thiohydroximate beta-D-glucosyltransferase activity
GO:0047253	Function	alpha-1,6-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity
GO:0047256	Function	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity
GO:0047259	Function	glucomannan 4-beta-mannosyltransferase activity
GO:0047262	Function	polygalacturonate 4-alpha-galacturonosyltransferase activity
GO:0047263	Function	N-acylsphingosine galactosyltransferase activity
GO:0047268	Function	galactinol-raffinose galactosyltransferase activity
GO:0047270	Function	lipopolysaccharide glucosyltransferase II activity
GO:0047273	Function	galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase activity
GO:0047274	Function	galactinol-sucrose galactosyltransferase activity
GO:0047275	Function	glucosaminylgalactosylglucosylceramide beta-galactosyltransferase activity
GO:0047276	Function	N-acetyllactosaminide 3-alpha-galactosyltransferase activity
GO:0047277	Function	globoside alpha-N-acetylgalactosaminyltransferase activity
GO:0047280	Function	nicotinamide phosphoribosyltransferase activity
GO:0047288	Function	monosialoganglioside sialyltransferase activity
GO:0047290	Function	(alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity
GO:0047291	Function	lactosylceramide alpha-2,3-sialyltransferase activity
GO:0047293	Function	4-hydroxybenzoate nonaprenyltransferase activity
GO:0047298	Function	(S)-3-amino-2-methylpropionate transaminase activity
GO:0047305	Function	(R)-3-amino-2-methylpropionate-pyruvate transaminase activity
GO:0047312	Function	L-phenylalanine:pyruvate aminotransferase activity
GO:0047315	Function	kynurenine-glyoxylate transaminase activity
GO:0047316	Function	glutamine-phenylpyruvate transaminase activity
GO:0047322	Function	[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity
GO:0047323	Function	[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity
GO:0047324	Function	phosphoenolpyruvate-glycerone phosphotransferase activity
GO:0047325	Function	inositol tetrakisphosphate 1-kinase activity
GO:0047326	Function	inositol tetrakisphosphate 5-kinase activity
GO:0047334	Function	diphosphate-fructose-6-phosphate 1-phosphotransferase activity
GO:0047338	Function	UTP:xylose-1-phosphate uridylyltransferase activity
GO:0047341	Function	fucose-1-phosphate guanylyltransferase activity
GO:0047345	Function	ribose-5-phosphate adenylyltransferase activity
GO:0047349	Function	D-ribitol-5-phosphate cytidylyltransferase activity
GO:0047350	Function	glucuronate-1-phosphate uridylyltransferase activity
GO:0047364	Function	desulfoglucosinolate sulfotransferase activity
GO:0047369	Function	succinate-hydroxymethylglutarate CoA-transferase activity
GO:0047372	Function	acylglycerol lipase activity
GO:0047374	Function	methylumbelliferyl-acetate deacetylase activity
GO:0047381	Function	dodecanoyl-[acyl-carrier-protein] hydrolase activity
GO:0047386	Function	fructose-2,6-bisphosphate 6-phosphatase activity
GO:0047388	Function	[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase
GO:0047389	Function	glycerophosphocholine phosphodiesterase activity
GO:0047390	Function	glycerophosphocholine cholinephosphodiesterase activity
GO:0047391	Function	alkylglycerophosphoethanolamine phosphodiesterase activity
GO:0047394	Function	glycerophosphoinositol inositolphosphodiesterase activity
GO:0047395	Function	glycerophosphoinositol glycerophosphodiesterase activity
GO:0047396	Function	glycosylphosphatidylinositol diacylglycerol-lyase activity
GO:0047402	Function	protein-glucosylgalactosylhydroxylysine glucosidase activity
GO:0047405	Function	pyrimidine-5'-nucleotide nucleosidase activity
GO:0047407	Function	ADP-ribosyl-[dinitrogen reductase] hydrolase activity
GO:0047408	Function	alkenylglycerophosphocholine hydrolase activity
GO:0047409	Function	alkenylglycerophosphoethanolamine hydrolase activity
GO:0047412	Function	N-(long-chain-acyl)ethanolamine deacylase activity
GO:0047419	Function	N-acetylgalactosamine-6-phosphate deacetylase activity
GO:0047427	Function	cyanoalanine nitrilase activity
GO:0047429	Function	nucleoside-triphosphate diphosphatase activity
GO:0047433	Function	branched-chain-2-oxoacid decarboxylase activity
GO:0047434	Function	indolepyruvate decarboxylase activity
GO:0047440	Function	2-dehydro-3-deoxy-D-pentonate aldolase activity
GO:0047442	Function	17-alpha-hydroxyprogesterone aldolase activity
GO:0047443	Function	4-hydroxy-4-methyl-2-oxoglutarate aldolase activity
GO:0047444	Function	N-acylneuraminate-9-phosphate synthase activity
GO:0047450	Function	crotonoyl-[acyl-carrier-protein] hydratase activity
GO:0047451	Function	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity
GO:0047453	Function	ATP-dependent NAD(P)H-hydrate dehydratase activity
GO:0047456	Function	2-methylisocitrate dehydratase activity
GO:0047464	Function	heparosan-N-sulfate-glucuronate 5-epimerase activity
GO:0047465	Function	N-acylglucosamine-6-phosphate 2-epimerase activity
GO:0047475	Function	phenylacetate-CoA ligase activity
GO:0047480	Function	UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity
GO:0047484	Process	regulation of response to osmotic stress
GO:0047485	Function	protein N-terminus binding
GO:0047490	Function	pectin lyase activity
GO:0047493	Function	ceramide cholinephosphotransferase activity
GO:0047496	Process	vesicle transport along microtubule
GO:0047497	Process	mitochondrion transport along microtubule
