COG	func	name	level_1	level_2
COG0353	L	Recombinational DNA repair protein RecR	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG0122	L	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG3935	L	DNA replication protein DnaD	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1711	L	DNA replication initiation complex subunit, GINS family	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG4294	L	UV DNA damage repair endonuclease	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG4335	L	3-methyladenine DNA glycosylase AlkC	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1204	L	Replicative superfamily II helicase	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG0513	L	Superfamily II DNA and RNA helicase	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG4083	L	Exosortase/Archaeosortase	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1111	L	ERCC4-related helicase	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG2840	L	DNA-nicking endonuclease, Smr domain	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1525	L	Endonuclease YncB, thermonuclease family	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG4581	L	Superfamily II RNA helicase	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG5049	L	5'-3' exonuclease	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG2189	L	Adenine specific DNA methylase Mod	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG0258	L	5'-3' exonuclease	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG4973	L	Site-specific recombinase XerC	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG2852	L	Very-short-patch-repair endonuclease	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG0827	L	Adenine-specific DNA methylase	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG2965	L	Primosomal replication protein N	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG0249	L	DNA mismatch repair ATPase MutS	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG4974	L	Site-specific recombinase XerD	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG0497	L	DNA repair ATPase RecN	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1110	L	Reverse gyrase	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1107	L	Archaea-specific RecJ-like exonuclease, contains DnaJ-type Zn finger domain	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG2812	L	DNA polymerase III, gamma/tau subunits	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1697	L	DNA topoisomerase VI, subunit A	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG3593	L	Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG2974	L	DNA recombination-dependent growth factor C	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG0648	L	Endonuclease IV	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG4389	L	Site-specific recombinase	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG4098	L	Superfamily II DNA/RNA helicase required for DNA uptake (late competence protein)	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG0758	L	Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1193	L	dsDNA-specific endonuclease/ATPase MutS2	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG0496	L	Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG0629	L	Single-stranded DNA-binding protein	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1933	L	Archaeal DNA polymerase II, large subunit	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1389	L	DNA topoisomerase VI, subunit B	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1273	L	Non-homologous end joining protein Ku, dsDNA break repair	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG0470	L	DNA polymerase III, delta prime subunit	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1637	L	Endonuclease NucS, RecB family	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair
COG1197	LK	Transcription-repair coupling factor (superfamily II helicase)	NA	NA
COG1059	LV	Thermostable 8-oxoguanine DNA glycosylase	NA	NA
COG1372	LX	Intein/homing endonuclease	NA	NA
COG0582	LX	Integrase	NA	NA
COG2913	M	Outer membrane protein assembly factor BamE, lipoprotein component of the BamABCDE complex	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4785	M	Lipoprotein NlpI, contains TPR repeats	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0773	M	UDP-N-acetylmuramate-alanine ligase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2027	M	D-alanyl-D-alanine carboxypeptidase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3040	M	Bacterial lipocalin	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2348	M	Lipid II:glycine glycyltransferase (Peptidoglycan interpeptide bridge formation enzyme)	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1292	M	Choline-glycine betaine transporter	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3248	M	Nucleoside-specific outer membrane channel protein Tsx	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3206	M	Uncharacterized protein involved in exopolysaccharide biosynthesis	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3563	M	Capsule polysaccharide export protein KpsC/LpsZ	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3065	M	Starvation-inducible outer membrane lipoprotein	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3754	M	Lipopolysaccharide biosynthesis protein	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3786	M	L,D-peptidoglycan transpeptidase YkuD, ErfK/YbiS/YcfS/YnhG family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0812	M	UDP-N-acetylenolpyruvoylglucosamine reductase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3875	M	Nickel-dependent lactate racemase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2949	M	Uncharacterized periplasmic protein SanA, affects membrane permeability for vancomycin	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0728	M	Peptidoglycan biosynthesis protein MviN/MurJ, putative lipid II flippase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1316	M	Anionic cell wall polymer biosynthesis enzyme,  LytR-Cps2A-Psr (LCP) family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0463	M	Glycosyltransferase involved in cell wall bisynthesis	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3017	M	Outer membrane lipoprotein LolB, involved in outer membrane biogenesis	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3942	M	Surface antigen	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2089	M	Sialic acid synthase SpsE, contains C-terminal SAF domain	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3895	M	Membrane-bound inhibitor of C-type lysozyme	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1462	M	Curli biogenesis system outer membrane secretion channel CsgG	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3770	M	Murein endopeptidase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0451	M	Nucleoside-diphosphate-sugar epimerase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1091	M	dTDP-4-dehydrorhamnose reductase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0771	M	UDP-N-acetylmuramoylalanine-D-glutamate ligase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3133	M	Outer membrane lipoprotein SlyB	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0744	M	Membrane carboxypeptidase (penicillin-binding protein)	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2908	M	UDP-2,3-diacylglucosamine pyrophosphatase LpxH	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2866	M	Murein tripeptide amidase MpaA	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3047	M	Outer membrane protein W	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1209	M	dTDP-glucose pyrophosphorylase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2870	M	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1538	M	Outer membrane protein TolC	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3023	M	N-acetyl-anhydromuramyl-L-alanine amidase AmpD	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2194	M	Phosphoethanolamine transferase for periplasmic glucans (OPG), alkaline phosphatase superfamily	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1596	M	Periplasmic protein involved in polysaccharide export, contains SLBB domain of the beta-grasp fold	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3562	M	Capsule polysaccharide modification protein KpsS	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0399	M	dTDP-4-amino-4,6-dideoxygalactose transaminase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0438	M	Glycosyltransferase involved in cell wall bisynthesis	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0774	M	UDP-3-O-acyl-N-acetylglucosamine deacetylase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1004	M	UDP-glucose 6-dehydrogenase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3274	M	Surface polysaccharide O-acyltransferase, integral membrane enzyme	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2385	M	Peptidoglycan hydrolase (amidase) enhancer domain	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3307	M	O-antigen ligase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2843	M	Poly-gamma-glutamate biosynthesis protein CapA/YwtB (capsule formation), metallophosphatase superfamily	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1922	M	UDP-N-acetyl-D-mannosaminuronic acid transferase, WecB/TagA/CpsF family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4571	M	Outer membrane protease	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3064	M	Membrane protein involved in colicin uptake	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3117	M	Lipopolysaccharide export system protein LptC	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG5337	M	Spore coat protein CotH	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG5597	M	Alpha-N-acetylglucosamine transferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1089	M	GDP-D-mannose dehydratase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0741	M	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0770	M	UDP-N-acetylmuramyl pentapeptide synthase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0729	M	Outer membrane translocation and assembly module TamA	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1876	M	LD-carboxypeptidase LdcB, LAS superfamily	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1210	M	UTP-glucose-1-phosphate uridylyltransferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0815	M	Apolipoprotein N-acyltransferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3417	M	Outer membrane lipoprotein LpoB, binds and activates PBP1b	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1083	M	CMP-N-acetylneuraminic acid synthetase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1663	M	Tetraacyldisaccharide-1-P 4'-kinase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4421	M	Capsular polysaccharide biosynthesis protein	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1212	M	CMP-2-keto-3-deoxyoctulosonic acid synthetase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0791	M	Cell wall-associated hydrolase, NlpC family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4092	M	Predicted glycosyltransferase involved in capsule biosynthesis	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3774	M	Mannosyltransferase OCH1 or related enzyme	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1137	M	ABC-type lipopolysaccharide export system, ATPase component	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4238	M	Outer membrane murein-binding lipoprotein Lpp	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2982	M	Uncharacterized protein involved in outer membrane biogenesis	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1346	M	Putative effector of murein hydrolase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0706	M	Membrane protein insertase Oxa1/YidC/SpoIIIJ, required for the localization of integral membrane proteins	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0668	M	Small-conductance mechanosensitive channel	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0707	M	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2247	M	Putative cell wall-binding domain	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0836	M	Mannose-1-phosphate guanylyltransferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3944	M	Capsular polysaccharide biosynthesis protein	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0766	M	UDP-N-acetylglucosamine enolpyruvyl transferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4775	M	Outer membrane protein assembly factor BamA	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1898	M	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1696	M	D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1686	M	D-alanyl-D-alanine carboxypeptidase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2103	M	N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3203	M	Outer membrane protein (porin)	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3083	M	Membrane-anchored periplasmic protein YejM, alkaline phosphatase superfamily	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1452	M	LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA)	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0859	M	ADP-heptose:LPS heptosyltransferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1619	M	Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1744	M	Basic membrane lipoprotein Med, periplasmic binding protein (PBP1-ABC) superfamily	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2989	M	Murein L,D-transpeptidase YcbB/YkuD	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0615	M	Glycerol-3-phosphate cytidylyltransferase, cytidylyltransferase family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0739	M	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3757	M	Lyzozyme M1 (1,4-beta-N-acetylmuramidase), GH25 family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1088	M	dTDP-D-glucose 4,6-dehydratase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0810	M	Periplasmic protein TonB, links inner and outer membranes	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1136	M	ABC-type lipoprotein export system, ATPase component	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0797	M	Rare lipoprotein A, peptidoglycan hydrolase digesting "naked" glycans, contains C-terminal SPOR domain	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3137	M	Putative salt-induced outer membrane protein YdiY	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4282	M	Cell wall assembly regulator SMI1	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3764	M	Sortase (surface protein transpeptidase)	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1388	M	LysM repeat	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3306	M	Glycosyltransferase involved in LPS biosynthesis, GR25 family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4952	M	L-rhamnose isomerase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG5009	M	Membrane carboxypeptidase/penicillin-binding protein	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3034	M	Murein L,D-transpeptidase YafK	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0381	M	UDP-N-acetylglucosamine 2-epimerase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3772	M	Phage-related lysozyme (muramidase), GH24 family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1044	M	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1519	M	3-deoxy-D-manno-octulosonic-acid transferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0769	M	UDP-N-acetylmuramyl tripeptide synthase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0677	M	UDP-N-acetyl-D-mannosaminuronate dehydrogenase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0759	M	Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG5622	M	Protein required for attachment to host cells	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1442	M	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3113	M	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, MlaB component, contains STAS domain	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2885	M	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0682	M	Prolipoprotein diacylglyceryltransferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4953	M	Membrane carboxypeptidase/penicillin-binding protein PbpC	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0562	M	UDP-galactopyranose mutase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3409	M	Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4305	M	Peptidoglycan-binding domain, expansin	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2821	M	Membrane-bound lytic murein transglycosylase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2877	M	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4591	M	ABC-type transport system, involved in lipoprotein release, permease component	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1368	M	Phosphoglycerol transferase MdoB or a related enzyme of AlkP superfamily	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3966	M	Poly D-alanine transfer protein DltD, involved inesterification of teichoic acids	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2148	M	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3264	M	Small-conductance mechanosensitive channel	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2956	M	Lipopolysaccharide biosynthesis regulator YciM, contains six TPR domains and a predicted metal-binding C-terminal domain	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3713	M	Outer membrane scaffolding protein for murein synthesis, MipA/OmpV family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1732	M	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0449	M	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1127	M	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, ATPase component MlaF	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4424	M	LPS sulfotransferase NodH	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2834	M	Outer membrane lipoprotein-sorting protein	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4520	M	Surface antigen	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3107	M	Outer membrane lipoprotein LpoA, binds and activates PBP1a	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3511	M	Phospholipase C	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1794	M	Aspartate/glutamate racemase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1835	M	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2853	M	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, lipoprotein component MlaA	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3765	M	LPS O-antigen chain length determinant protein, WzzB/FepE family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0763	M	Lipid A disaccharide synthetase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2829	M	Outer membrane phospholipase A	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2377	M	1,6-Anhydro-N-acetylmuramate kinase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4588	M	Accessory colonization factor AcfC, contains ABC-type periplasmic domain	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2222	M	Fructoselysine-6-P-deglycase FrlB and related proteins with duplicated sugar isomerase (SIS) domain	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0796	M	Glutamate racemase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG4105	M	Outer membrane protein assembly factor BamD, BamD/ComL family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG5632	M	N-acetylmuramoyl-L-alanine amidase CwlA	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3524	M	Capsule polysaccharide export protein KpsE/RkpR	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2052	M	Regulator of extracellular matrix RemA, YlzA/DUF370 family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2327	M	Polysaccharide pyruvyl transferase family protein WcaK	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1861	M	Spore coat polysaccharide biosynthesis protein SpsF, cytidylyltransferase family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1934	M	Lipopolysaccharide export system protein LptA	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2244	M	Membrane protein involved in the export of O-antigen and teichoic acid	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
